total_population,median_age,median_age_male,median_age_female,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,male_55_59,male_60_61,male_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85_plus,female_18_19,female_20,female_21,female_22_24,female_25_29,race_total_pop,white_alone,black_alone,native_american_alone,asian_alone,pacific_islander_alone,other_race_alone,two_or_more_races,hispanic_total_base,hispanic_latino_total,mexican,puerto_rican,cuban,central_american,south_american,white_non_hispanic,black_non_hispanic,hispanic_any_race,median_household_income,aggregate_household_income,per_capita_income,gini_index,income_under_10k,income_10k_15k,income_15k_20k,income_20k_25k,income_25k_30k,income_30k_35k,income_35k_40k,income_40k_45k,income_45k_50k,income_50k_60k,income_60k_75k,income_75k_100k,income_100k_125k,income_125k_150k,income_150k_200k,income_over_200k,poverty_base_pop,population_below_poverty,female_below_poverty,male_below_poverty,households_with_snap,snap_base_households,education_base_pop,no_schooling,grade_8_or_less,some_high_school,high_school_diploma,ged_alternative,some_college_less_1yr,some_college_more_1yr,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree,school_enrollment_base,enrolled_in_school,enrolled_college_grad,bachelors_plus_by_sex_base,employment_base_pop,in_labor_force,civilian_labor_force,employed_civilian,unemployed,armed_forces,not_in_labor_force,industry_base,agriculture_forestry_fishing,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing,information,finance_insurance_real_estate,professional_scientific,educational_health_social,arts_entertainment_recreation,public_administration,private_wage_workers,government_workers,self_employed,total_housing_units,occupied_units,vacant_units,owner_occupied,renter_occupied,median_home_value,median_gross_rent,median_rent_as_pct_income,mortgage_30_35pct_income,mortgage_35_40pct_income,mortgage_40_50pct_income,mortgage_over_50pct_income,median_year_structure_built,owner_overcrowded,renter_overcrowded,health_insurance_base,male_19_25_no_insurance,male_26_34_no_insurance,male_35_44_no_insurance,male_45_54_no_insurance,male_55_64_no_insurance,female_19_25_no_insurance,female_26_34_no_insurance,female_35_44_no_insurance,female_45_54_no_insurance,female_55_64_no_insurance,disability_base,male_under_18_disability,female_under_18_disability,male_65_74_disability,female_65_74_disability,female_householder_no_spouse,male_householder_no_spouse,household_type_base,citizenship_base,born_in_us,born_in_us_territory,born_abroad_us_parent,naturalized_citizen,not_a_citizen,place_of_birth_base,born_in_us_state,foreign_born,language_base,speaks_english_only,speaks_spanish,speaks_other_indo_european,speaks_asian_pacific,english_proficiency_base,speaks_english_very_well,speaks_english_not_well,speaks_english_not_at_all,entered_2010_or_later,entered_2000_2009,veteran_base_18plus,veterans_total,nonveterans,male_veterans,female_veterans,gulf_war_2001_later,gulf_war_2001_later_also_gulf90,gulf_war_1990_2001,vietnam_war_veterans,korean_war_veterans,wwii_veterans,veterans_below_poverty,veteran_poverty_base,veterans_18_64_employed,veterans_18_64_unemployed,veterans_employment_base,internet_base,has_internet_subscription,has_broadband,no_internet_access,computer_base,has_computer,no_computer,commute_base,drives_alone,carpools,public_transport,works_from_home,walks_to_work,commute_time_base,commute_60_89min,commute_90min_plus,owner_no_vehicle,renter_no_vehicle,white_pct,black_pct,hispanic_pct,asian_pct,native_american_pct,white_non_hispanic_pct,minority_pct,youth_18_29_pct,senior_65plus_pct,poverty_rate_pct,unemployment_rate_pct,labor_force_participation_pct,snap_households_pct,high_inequality,lower_income_pct,middle_income_pct,upper_income_pct,college_grad_pct,postgrad_pct,high_school_or_less_pct,manufacturing_pct,government_workers_pct,self_employed_pct,work_from_home_pct,owner_occupied_pct,renter_occupied_pct,vacant_housing_pct,housing_cost_burdened_pct,uninsured_pct,disability_pct,veteran_pct,veteran_poverty_pct,female_veteran_pct,foreign_born_pct,non_citizen_pct,limited_english_pct,no_internet_pct,no_computer_pct,broadband_pct,working_class_index,college_town_index,military_community_index,diversity_index,economic_anxiety_index,margin_2004,margin_2006,margin_2008,margin_2010,margin_2012,margin_2014,margin_2016,margin_2018,margin_2020,margin_2022,margin_2024,pvi_score,avg_dem_pct,avg_rep_pct
774814,42.1,40.9,43.2,9374,4178,3988,13847,22067,24347,16430,10663,13096,17168,11674,7810,7548,392621,19345,9666,3801,5073,12295,21028,774814,591993,65999,1024,47070,136,17248,51344,774814,49911,10636,18179,1916,3671,480,580381,63956,49911,110538,45410023200,59608,0.4654,9736,5124,5391,6707,6481,6748,7147,7403,7185,15406,21437,36290,32171,26671,37872,67477,751685,48616,703069,1983,19628,299246,551230,5302,440,3975,122222,14293,25788,48538,41547,152976,82442,20448,15110,751831,178048,34497,270976,633715,421993,421400,402929,18471,593,211722,402929,2140,23301,51160,9489,39306,17235,7343,37547,57911,103000,25911,17111,210274,16567,9264,311856,299246,12610,223197,76049,404000,1637,29.5,8724,5764,6849,12489,1972,1306,1361,761485,870,1844,2476,3201,3352,556,1343,1591,2486,2313,761485,12,111,7602,8059,27080,12460,299246,774814,690807,4929,6305,45185,27588,774814,702041,72773,735385,643384,27794,2135,1777,735385,106954,4240,760,26675,3287,612859,31947,580912,29796,2151,4396,1515,3876,11272,0,51,197,31947,152672,1447,461094,299246,280065,279722,14454,299246,287272,11974,395793,264296,24674,9147,7305,85465,310328,19880,6355,5084,9989,76.4,8.52,6.44,6.08,0.13,74.91,25.09,13.59,58.87,6.47,4.38,66.59,6.56,1,4.32,9.44,21.19,27.75,21.41,25.73,12.7,3.93,2.2,1.85,71.57,24.39,4.04,15.16,2.63,98.28,5.21,0.62,6.73,9.39,3.56,0.68,4.83,4.0,93.48,14.1,22.55,6.54,15.5,8.03,27.17,-3.86,-11.72,-1.62,25.32,49.08,32.12,-27.04,-19.06,-22.58,-18.14,-0.44,49.36,50.64
765322,38.5,37.4,39.6,12270,5445,5242,14000,22797,26732,13406,8529,11310,15114,9030,6383,5047,397083,21397,12466,5288,5863,13752,24523,765322,451325,185460,1220,51946,360,24621,50390,765322,51138,14196,12981,1503,7174,548,443321,183472,51138,87199,37226638200,50052,0.503,15306,10286,7526,8860,7914,9454,9561,9435,9322,17241,23648,34655,28103,22498,28182,50135,738752,82564,656188,2751,41785,292126,521083,7854,377,4605,127098,14398,29065,54663,39994,122009,65835,18235,14062,739811,192020,44478,220141,614257,405457,405021,377012,28009,436,208800,377012,1351,20293,29386,7132,38316,21823,7196,31834,50915,110322,26152,18396,190376,19425,9639,310754,292126,18628,192538,99588,333400,1436,32.6,7366,4989,6267,13358,1956,1449,1797,757578,624,2327,2817,4977,4239,818,2697,2342,3419,2819,757578,300,56,6503,8896,42744,14941,292126,765322,657400,3408,7120,57736,39658,765322,667928,97394,721739,609690,30748,4701,2959,721739,109344,4338,1317,40491,4524,594973,26951,568022,24949,2002,4203,1118,3069,9323,174,85,204,26951,175311,1449,466007,292126,270832,270576,15390,292126,281189,10937,369828,229591,25182,25976,12807,69292,300536,18525,6752,9132,23771,58.97,24.23,6.68,6.79,0.16,57.93,42.07,15.89,59.33,11.18,6.92,66.01,14.3,1,6.52,9.87,16.84,23.41,18.83,28.66,7.79,4.79,2.38,3.46,61.96,32.05,5.99,16.61,3.57,98.99,4.53,0.76,7.43,12.73,5.18,0.78,5.27,3.74,92.62,13.67,21.49,6.82,25.01,11.88,88.02,20.17,15.68,40.46,25.84,27.2,34.32,-30.38,-29.4,-30.16,-30.58,-0.44,49.36,50.64
779553,39.8,39.1,40.7,11591,4285,5247,14517,23092,24576,15076,9272,11788,16572,11623,6069,5488,394231,21327,11771,5852,4778,14280,22043,779553,554283,41546,2655,41294,202,45387,94186,779553,131876,32908,47930,2930,5517,337,536448,37828,131876,106917,42907792600,56116,0.4686,9899,6153,6342,7613,7450,7702,7851,7017,7391,14051,22272,33282,29322,24385,35474,65714,760212,69096,691116,2163,28711,291918,531222,7165,1323,5154,110813,14384,23840,45484,36654,150569,78365,15285,14537,754179,193846,39151,258756,626037,419026,418768,398958,19810,258,207011,398958,5699,22655,48858,10671,40966,18664,7003,39088,59923,91896,26548,16587,213041,13457,8082,304905,291918,12987,207982,83936,416700,1509,30.3,7750,4768,5849,11326,1978,1412,1677,773581,1310,2967,3804,5476,4376,1367,3083,2741,3886,3189,773581,149,33,6368,7159,31390,12786,291918,779553,667606,16608,7246,43616,44477,779553,691460,88093,736095,594939,87240,1645,663,736095,104263,14750,2532,42329,7819,603285,29107,574178,27010,2097,4106,1397,3223,10925,0,7,198,29107,165927,1548,469132,291918,272417,272075,14820,291918,280429,11489,391139,259636,29530,5330,8681,80520,310619,18820,6307,5674,14037,71.1,5.33,16.92,5.3,0.34,68.81,31.19,15.07,58.41,9.09,4.73,66.93,9.84,1,4.8,8.93,19.87,28.34,20.37,24.92,12.25,3.21,1.93,2.22,68.21,27.53,4.26,14.28,4.16,99.23,4.82,0.68,7.2,11.3,5.71,2.35,5.08,3.94,93.2,13.82,23.66,6.2,19.45,9.23,2.02,1.32,4.2,14.2,14.28,12.58,14.48,-17.76,-12.1,-16.62,-12.4,-0.44,49.36,50.64
775601,41.2,39.9,42.4,11995,5571,5442,14590,23208,25071,16136,9304,13186,18882,11883,7619,6554,391970,19486,10787,5146,4822,14467,22480,775601,541127,46397,2680,23933,208,67216,94040,775601,161092,11426,74286,2435,8254,461,520942,41958,161092,82392,33047839700,43582,0.4544,10206,8539,8784,10017,9486,10889,10049,10863,10835,18987,29042,38300,31994,24813,30699,35731,751831,78647,673184,2074,39586,299234,542868,7361,1523,6891,158328,20888,31027,55257,52702,109723,50382,9272,8917,752235,176320,37788,178294,635523,403971,403752,381744,22008,219,231552,381744,2063,22881,50851,10972,44709,31576,6437,18693,38694,101467,27873,15945,200959,14897,9772,320865,299234,21631,207054,92180,292600,1358,31.2,7994,5721,6285,11526,1970,1210,1939,767274,579,2486,3519,5834,4947,504,2402,2105,4032,3064,767274,122,13,8690,8923,37964,16227,299234,775601,656063,26072,7999,48531,36936,775601,690134,85467,735660,591057,101287,1702,1509,735660,97338,11822,3712,44084,12359,615469,37993,577476,35444,2549,5002,1365,4974,14007,0,30,259,37993,167872,1729,465839,299234,270562,269869,22620,299234,282187,17047,374173,276819,27678,4262,7598,51785,322388,16278,12412,5557,16340,69.77,5.98,20.77,3.09,0.35,67.17,32.83,15.28,58.84,10.46,5.45,63.57,13.23,1,6.06,11.13,15.89,20.21,12.63,34.37,13.32,3.69,2.42,2.03,64.53,28.73,6.74,15.23,3.84,98.93,6.17,0.68,6.71,11.02,4.76,2.11,7.56,5.7,90.19,17.46,19.24,6.83,20.14,10.7,18.42,-12.76,-19.18,10.96,18.8,24.08,18.94,-10.02,-3.74,-1.96,1.0,-0.44,49.36,50.64
768757,42.9,41.7,44.3,9917,5508,4287,13726,23242,25478,17304,10029,14743,20164,12856,7494,6494,384070,18106,9758,5308,4441,12859,21094,768757,576001,51263,1057,15198,462,48818,75958,768757,115823,13129,39024,2059,7306,217,559818,45888,115823,67979,27857313900,37215,0.4565,17063,13067,11046,12443,11937,12169,12881,11976,10773,22496,30216,40242,30771,22215,24133,23764,743944,103606,640338,3913,54930,307192,550556,7342,990,7255,174901,23818,35504,60154,55149,91043,44958,8373,6251,747304,163655,34907,150625,636507,376696,376341,353670,22671,355,259811,353670,3094,21365,36635,9515,44576,27478,4907,20380,32881,89697,30467,14858,187504,12981,11132,377740,307192,70548,217114,90078,213300,1063,29.6,7254,4722,7060,13719,1972,1836,1955,755007,918,2623,3326,7180,5082,921,2466,3111,3641,3455,755007,257,118,11684,10153,39582,17250,307192,768757,682876,8633,7080,39434,30734,768757,698589,70168,731458,626370,71360,1416,927,731458,97328,9837,1861,31328,5307,616005,40740,575265,37646,3094,6013,1808,4573,13554,16,101,626,40740,158327,2610,458147,307192,273690,272971,26600,307192,286841,20351,346802,256830,33944,4284,8183,38158,308644,14312,17037,8114,18219,74.93,6.67,15.07,1.98,0.14,72.82,27.18,14.33,58.43,13.93,6.02,59.18,17.88,1,8.53,12.09,13.12,16.54,10.82,37.43,10.36,3.45,2.96,2.36,57.48,23.85,18.68,15.09,4.33,98.21,6.61,1.54,7.59,9.13,4.0,1.6,8.66,6.62,88.86,17.93,16.83,7.29,16.65,12.64,12.01,-0.61,-15.14,7.04,13.2,23.8,8.86,-9.28,-3.56,-2.44,1.62,-0.44,49.36,50.64
765525,43.2,42.0,44.4,10248,5201,4950,12505,22724,23986,17337,10922,14720,20564,13591,8244,7145,382424,18644,9320,4726,5297,12527,20550,765525,674199,18731,815,6694,222,21356,43508,765525,51907,9148,24957,913,3117,132,664652,17013,51907,69483,28216629000,37434,0.4432,13166,10601,11957,13356,12023,12798,12147,11895,12654,23432,31830,42908,32897,22589,25069,21119,736769,84275,652494,3464,42023,310441,546735,5305,765,10512,206718,27434,31738,50323,52669,79467,35770,6769,5185,744394,157432,29332,127191,630546,373346,372485,354192,18293,861,257200,354192,9196,25056,53316,8603,43019,23956,3830,13997,25614,90696,24312,17160,187381,13013,8310,354601,310441,44160,230049,80392,205800,946,27.2,6373,4763,5248,10783,1966,1475,909,747017,1457,4578,3876,5332,4205,1950,3991,2516,3077,3240,747017,119,126,11330,11364,31798,17054,310441,765525,733110,7659,4175,12307,8274,765525,744944,20581,727588,683777,27036,669,219,727588,108158,3929,860,10917,3854,610648,45840,564808,42561,3279,6340,2676,5899,15758,8,24,358,45840,153493,2219,446485,310441,271974,270650,31992,310441,285504,24937,349329,267432,29536,1638,10929,35504,313825,14052,7242,6986,15594,88.07,2.45,6.78,0.87,0.11,86.82,13.18,14.11,58.86,11.44,4.91,59.21,13.54,0,7.98,12.82,13.28,14.53,8.73,43.8,15.05,3.49,2.23,3.13,64.88,22.67,12.45,11.81,4.58,97.58,7.51,0.78,7.15,2.69,1.08,0.66,10.31,8.03,87.18,21.55,15.61,7.57,7.53,9.99,39.06,20.65,27.84,46.12,23.34,27.04,26.68,19.5,32.66,38.62,41.02,-0.44,49.36,50.64
779640,40.2,39.3,41.1,10444,4397,3929,15072,25114,25897,15786,9188,12567,17933,12384,6747,6202,394547,20941,10417,4519,4968,13818,24392,779640,567376,82224,1363,38209,76,30968,59424,779640,81193,13533,40935,1570,3712,32,548814,76397,81193,81964,33343724800,43355,0.4385,14588,8392,7813,8462,9924,9376,10259,11089,10368,21044,32028,45547,35071,26520,30257,34007,757246,75421,681825,2913,36094,314745,544165,8208,1057,6988,157148,22075,33165,50597,50766,116421,52766,11993,7495,755049,176147,31618,188675,631191,407511,406000,388684,17316,1511,223680,388684,3311,19429,38261,10648,43550,30379,4710,25796,42619,94195,30506,17554,201315,16026,7753,329550,314745,14805,218277,96468,249100,1217,28.0,8301,5262,6173,10882,1974,1448,1705,767094,933,3354,4081,5668,4133,1423,2834,2894,3299,2741,767094,282,59,9246,9574,33842,14122,314745,779640,696756,14867,7424,32576,28017,779640,719047,60593,736226,644662,44033,1838,1619,736226,108894,6341,1221,38416,10529,610218,44811,565407,39728,5083,7788,3636,6714,12752,16,32,357,44811,168172,2912,466059,314745,287232,286655,20968,314745,297347,17398,381620,272906,27337,3396,9798,61580,320040,8708,5394,5816,17205,72.77,10.55,10.41,4.9,0.17,70.39,29.61,15.02,58.84,9.96,4.27,64.56,11.47,0,6.31,12.65,16.14,21.39,13.28,34.44,9.84,3.93,1.9,2.57,66.23,29.27,4.49,14.03,4.09,98.39,7.34,0.8,11.34,7.77,3.59,1.03,6.66,5.53,91.08,16.16,19.72,8.32,17.34,9.57,92.84,-5.89,-12.66,10.36,31.16,37.77,40.34,2.64,6.62,7.66,1.26,-0.44,49.36,50.64
772863,40.2,39.0,41.4,9614,4870,5065,12678,23712,25806,15040,10501,12258,17705,12500,7960,7333,391179,22442,9080,4259,4294,13494,23204,772863,643543,29885,1385,16233,555,26387,54875,772863,74735,8265,42386,2748,3599,290,627052,26493,74735,87221,32974444400,43081,0.4217,9312,6178,6287,7364,8627,9085,10354,10085,10125,18547,30935,42774,36693,26505,32014,33089,755216,59656,695560,2788,27134,297974,533712,7183,1668,7419,162144,25156,28912,49743,43607,104037,46249,8397,6375,745580,170303,27818,165058,617572,406047,405669,391076,14593,378,211525,391076,7431,31797,57193,11482,45247,21217,5075,20194,39365,93000,27472,20251,210048,14782,9623,308522,297974,10548,215122,82852,289400,1328,28.5,8430,5253,5776,11638,1978,2417,1763,765213,4409,7384,4344,6930,5857,4052,7139,3897,5425,4403,765213,58,188,8602,7544,27164,12402,297974,772863,714984,13164,5777,24385,14553,772863,733925,38938,727084,629896,39708,1173,712,727084,109791,5044,754,21123,6417,596688,36780,559908,33564,3216,5563,2177,5160,11832,0,37,324,36780,161352,2124,444923,297974,265247,264642,26185,297974,276334,21640,384583,283591,35527,2100,11111,44697,339886,18134,7983,10566,11582,83.27,3.87,9.67,2.1,0.18,81.13,18.87,14.27,59.4,7.9,3.6,65.75,9.11,0,4.89,11.94,16.6,19.49,11.43,36.44,14.62,3.64,2.37,2.89,69.73,26.85,3.42,14.46,7.04,99.01,6.16,0.88,8.74,5.04,1.88,0.8,8.79,7.26,88.81,18.25,18.43,7.2,11.11,8.49,-94.42,-44.93,-3.26,9.4,17.08,32.62,27.34,17.96,26.24,23.1,25.8,-0.44,49.36,50.64
760856,39.5,38.5,40.7,11759,6564,5277,15478,28929,29922,15443,9354,13743,18529,10895,6782,7034,389100,18031,13766,6328,6154,15818,28228,760856,560560,113850,908,32001,92,9470,43975,760856,23374,7054,5575,937,2518,41,555760,112704,23374,71986,33548844600,45179,0.4827,20866,14659,12280,12370,11962,12622,12726,13526,11148,21640,31001,41584,31997,22750,30541,34925,732725,102696,630029,3705,51980,336597,544182,4986,284,5149,130905,18501,29408,53445,56444,130819,66294,15481,15415,739505,176305,48538,228009,641606,408633,408270,385263,23007,363,232973,385263,1419,20067,29695,6745,40882,19342,6865,32706,49798,116214,32254,16683,196858,24574,10002,379478,336597,42881,211352,125245,205700,1143,29.0,5560,3593,5058,8586,1955,866,1255,753419,331,1838,3376,4998,3183,561,1442,2277,2861,2292,753419,155,49,9421,10097,37862,12853,336597,760856,704651,1845,5304,25063,23993,760856,711800,49056,724837,663553,14516,2093,469,724837,92069,1996,174,27285,2604,624982,35915,589067,33237,2678,4765,1404,3867,13484,9,92,389,35915,196941,1760,474649,336597,303046,302547,27027,336597,314500,22097,377354,226140,24303,25487,17503,76550,300804,15229,5027,10311,36727,73.67,14.96,3.07,4.21,0.12,73.04,26.96,18.18,59.19,14.02,5.64,63.69,15.44,1,9.48,12.38,15.8,24.04,17.86,28.37,7.71,6.01,2.45,4.64,55.7,33.0,11.3,10.79,3.07,99.02,5.75,1.08,7.46,6.45,3.15,0.3,8.03,6.56,89.88,14.44,22.11,7.33,15.48,10.98,-100.0,-21.58,-15.7,-1.56,3.48,18.56,23.52,32.08,41.68,-12.4,-12.82,-0.44,49.36,50.64
765396,43.5,42.2,44.7,10721,5153,4784,12841,21655,23782,17236,10414,14634,21497,14071,8268,6925,383228,19298,10059,5387,4188,11878,20543,765396,693439,17985,1226,5612,80,11133,35921,765396,30372,10172,9346,734,3854,93,684377,17113,30372,69259,27211549900,36591,0.4286,12235,10969,11328,12282,12160,12321,13288,13390,12743,23544,32528,43998,33082,22656,23701,18944,739127,81015,658112,3066,43249,309169,543940,5410,1127,9690,214483,26638,31070,50235,51073,76999,34261,5857,4781,742538,155958,29635,121898,627824,372168,371669,356993,14676,499,255656,356993,9630,26486,49112,7471,42501,25023,4113,14789,26798,88424,25726,17246,189816,10884,9541,345726,309169,36557,233022,76147,200500,906,27.1,7581,4595,6018,9522,1970,2017,802,753344,2503,5517,4077,5442,4581,2812,4701,2857,3825,3352,753344,83,134,12333,10652,29483,14819,309169,765396,740629,3561,4432,7977,8797,765396,748622,16774,725954,686472,17522,794,124,725954,107832,2880,497,9754,2935,608459,49934,558525,45804,4130,6825,3568,6760,16762,0,25,341,49934,152901,2710,442811,309169,268862,267674,34810,309169,280028,29141,349997,271268,29119,1246,10517,33807,316190,15649,9674,8234,13486,90.6,2.35,3.97,0.73,0.16,89.41,10.59,14.01,59.22,10.96,3.95,59.28,13.99,0,7.71,13.07,12.85,14.16,8.25,45.32,13.76,2.92,2.56,3.0,67.4,22.03,10.57,11.89,5.27,98.43,8.21,0.68,8.27,2.19,1.15,0.47,11.26,9.43,86.58,21.41,15.36,7.72,6.05,9.7,-14.46,-32.26,-28.26,-12.68,-38.18,-34.24,-100.0,40.98,46.98,100.0,48.4,-0.44,49.36,50.64
757997,45.3,43.6,47.2,9918,4580,4844,13994,22231,22928,18608,11533,15803,22439,13200,8709,7746,378334,16199,9346,5087,3818,12543,19577,757997,690773,23579,596,6033,161,4212,32643,757997,12825,4205,3006,974,996,0,687634,23053,12825,67375,28907762600,38732,0.4547,16022,14747,11999,15016,12614,13503,12938,13010,12199,23851,31512,43171,32887,22556,25146,23153,729412,88854,640558,3690,53975,324324,554364,4295,928,7200,199294,22998,30883,53269,60878,94744,41925,6951,6132,737330,149307,31048,149752,635771,366532,366176,346379,19797,356,269239,346379,8565,26767,41174,7958,42553,22876,3641,17273,30412,85369,29190,17085,182590,11868,8965,366525,324324,42201,243931,80393,176500,847,26.8,6893,4397,4717,11273,1964,1031,651,742344,571,2138,2597,4622,3284,993,1863,2000,2134,1760,742344,141,68,12826,12029,31336,14181,324324,757997,740796,818,2573,7465,6345,757997,744187,13810,723592,700892,7608,882,869,723592,101781,776,119,6276,494,618138,44683,573455,41950,2733,4653,2663,6099,16551,0,5,374,44683,149437,1434,443739,324324,281323,280258,35408,324324,296422,27902,339331,263730,23692,1843,8107,37667,301664,17793,7882,8535,15302,91.13,3.11,1.69,0.8,0.08,90.72,9.28,13.98,58.92,12.18,5.41,57.65,16.64,1,9.29,13.0,13.69,17.09,9.92,40.87,11.89,3.24,2.45,2.39,66.55,21.93,11.51,11.18,2.96,97.93,7.23,0.84,6.12,1.82,0.84,0.12,10.92,8.6,86.41,19.8,16.68,6.67,5.21,10.79,-100.0,-89.78,-91.26,-40.62,-53.78,-100.0,-48.74,15.82,29.38,100.0,33.14,-0.44,49.36,50.64
758565,42.3,41.0,43.8,14298,8675,8710,15798,23197,24058,17317,10757,14692,20713,12740,8443,7417,368657,16656,16295,6504,7184,12851,19000,758565,696673,14632,874,12751,217,5279,28139,758565,17354,4323,5488,660,1430,180,690589,13989,17354,65472,25904959400,34968,0.4443,15116,11601,12063,13079,12605,13176,13817,13027,12226,23102,31372,42723,31072,19755,20948,18166,706809,92340,614469,3318,42825,303848,528915,4850,755,7738,199262,26270,26695,45043,53130,78339,38329,6377,10548,738865,176244,55454,133593,636866,357896,357463,341720,15743,433,278970,341720,9062,23363,50035,5072,38800,18427,3344,12414,22287,101892,26363,16534,184293,14132,8481,370667,303848,66819,224779,79069,172600,912,28.8,5812,3984,4361,8450,1969,1569,761,735703,2025,4406,3500,5066,3864,2300,4028,2922,3157,2842,735703,83,51,12255,10215,25037,13656,303848,758565,731893,1833,3685,8316,12838,758565,737411,21154,724216,679956,9659,932,140,724216,96695,477,160,12629,1789,618797,46174,572623,42901,3273,6225,2818,6083,15990,10,28,404,46174,176719,2451,459733,303848,259720,258400,33042,303848,276472,27376,335348,249713,28056,3140,17020,31382,303966,12033,7882,8503,16428,91.84,1.93,2.29,1.68,0.12,91.04,8.96,17.47,57.3,13.06,4.4,56.2,14.09,0,8.5,12.81,11.86,14.81,10.45,43.56,14.64,3.95,2.37,5.08,60.64,21.33,18.03,10.06,4.64,96.99,7.46,0.87,7.09,2.79,1.69,0.09,10.87,9.01,85.04,21.47,17.29,7.61,5.34,9.92,19.23,10.08,17.14,14.55,13.5,100.0,20.37,35.68,46.92,39.88,42.94,-0.44,49.36,50.64
762592,42.9,41.8,44.1,11217,5618,5191,13393,21538,23001,16579,10559,15491,20198,13467,8045,6457,384770,18673,11275,6122,4737,11937,20344,762592,672992,32678,759,10180,110,7910,37963,762592,22123,5218,10293,695,1128,239,668057,31602,22123,67764,28861016100,38561,0.46,15691,12396,12585,13774,12904,13295,13145,11718,12310,24192,30328,40957,32031,21534,25123,24263,730108,90682,639426,3267,51526,316246,541468,4921,1057,6405,182126,23408,31546,52616,52491,102935,45353,7115,6874,740871,165274,36997,162277,630014,368227,367670,348770,18900,557,261787,348770,4632,20981,53216,7269,40395,18570,4724,20583,30373,90973,26666,16387,183218,12656,8423,349979,316246,33733,230033,86213,188200,896,28.6,6906,4652,4676,9553,1967,827,1160,748677,1145,2597,3467,5114,2995,1059,2601,2312,2678,2204,748677,212,168,11362,10639,32913,14630,316246,762592,734143,2627,3811,12533,9478,762592,740581,22011,724821,688418,9771,1269,69,724821,106890,1163,69,11107,1851,610401,46460,563941,43094,3366,6752,2680,6748,15479,35,27,525,46460,156372,2779,447607,316246,279873,278998,29680,316246,293086,23160,342941,259167,26251,1971,10460,39708,303233,11167,5924,8475,18352,88.25,4.29,2.9,1.33,0.1,87.6,12.4,14.6,59.22,12.42,5.14,58.45,16.29,1,8.83,12.52,13.5,19.01,10.96,38.87,15.26,3.44,2.29,3.05,65.73,24.63,9.64,11.21,3.5,98.18,7.61,1.13,7.24,2.89,1.24,0.17,9.39,7.32,88.22,20.41,18.22,7.74,7.1,10.71,29.87,17.02,16.43,30.78,15.81,15.44,10.87,4.28,18.68,18.72,27.3,-0.44,49.36,50.64
754615,43.2,41.7,45.1,7446,2690,3406,10254,22530,26425,15768,10152,14909,19562,12727,7430,6154,386395,18452,6187,2830,2825,9754,21994,754615,627423,52715,538,24508,183,8184,41064,754615,19443,7046,3971,630,1355,160,623454,52325,19443,85933,38598700300,52072,0.4693,13967,9477,8877,10312,9639,10696,10039,11306,11059,19845,29821,41517,35041,25207,35045,46479,744257,59881,684376,2360,33703,328327,560104,3811,449,2818,131081,14788,30348,53110,58719,152367,70398,16997,12526,731416,151674,23630,252288,622881,406768,406149,388586,17563,619,216113,388586,2365,21428,34612,8366,42971,24616,6195,35551,56426,100049,27709,17442,202505,19571,10137,356483,328327,28156,238429,89898,239800,1107,27.1,7393,4442,5577,10480,1961,674,675,748778,374,838,1864,3949,3422,362,802,1146,2174,1765,748778,46,69,9316,10267,31351,11354,328327,754615,710810,1062,4176,20044,18523,754615,716048,38567,715911,668499,10506,1997,149,715911,103530,1246,105,17964,1557,604877,38108,566769,35321,2787,4946,1964,4853,13447,0,80,243,38108,142208,1939,441992,328327,300589,300210,22258,328327,309798,18529,382017,260592,24774,9762,6517,75513,306504,11352,4984,7447,17890,83.14,6.99,2.58,3.25,0.07,82.62,17.38,11.92,59.73,8.05,4.32,65.3,10.27,1,6.93,12.08,18.79,27.2,17.84,26.72,8.91,4.81,2.49,1.71,66.88,25.22,7.9,11.7,2.23,99.23,6.3,0.64,7.31,5.11,2.45,0.19,6.78,5.64,91.44,13.66,21.2,7.19,10.26,8.29,-20.16,-29.05,-27.36,-11.0,-20.62,-13.52,-7.6,-12.52,-2.3,-6.78,-7.76,-0.44,49.36,50.64
