total_population,median_age,median_age_male,median_age_female,male_18_19,male_20,male_21,male_22_24,male_25_29,male_30_34,male_55_59,male_60_61,male_62_64,male_65_66,male_67_69,male_70_74,male_75_79,male_80_84,male_85_plus,female_18_19,female_20,female_21,female_22_24,female_25_29,race_total_pop,white_alone,black_alone,native_american_alone,asian_alone,pacific_islander_alone,other_race_alone,two_or_more_races,hispanic_total_base,hispanic_latino_total,mexican,puerto_rican,cuban,central_american,south_american,white_non_hispanic,black_non_hispanic,hispanic_any_race,median_household_income,aggregate_household_income,per_capita_income,gini_index,income_under_10k,income_10k_15k,income_15k_20k,income_20k_25k,income_25k_30k,income_30k_35k,income_35k_40k,income_40k_45k,income_45k_50k,income_50k_60k,income_60k_75k,income_75k_100k,income_100k_125k,income_125k_150k,income_150k_200k,income_over_200k,poverty_base_pop,population_below_poverty,female_below_poverty,male_below_poverty,households_with_snap,snap_base_households,education_base_pop,no_schooling,grade_8_or_less,some_high_school,high_school_diploma,ged_alternative,some_college_less_1yr,some_college_more_1yr,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree,school_enrollment_base,enrolled_in_school,enrolled_college_grad,bachelors_plus_by_sex_base,employment_base_pop,in_labor_force,civilian_labor_force,employed_civilian,unemployed,armed_forces,not_in_labor_force,industry_base,agriculture_forestry_fishing,construction,manufacturing,wholesale_trade,retail_trade,transportation_warehousing,information,finance_insurance_real_estate,professional_scientific,educational_health_social,arts_entertainment_recreation,public_administration,private_wage_workers,government_workers,self_employed,total_housing_units,occupied_units,vacant_units,owner_occupied,renter_occupied,median_home_value,median_gross_rent,median_rent_as_pct_income,mortgage_30_35pct_income,mortgage_35_40pct_income,mortgage_40_50pct_income,mortgage_over_50pct_income,median_year_structure_built,owner_overcrowded,renter_overcrowded,health_insurance_base,male_19_25_no_insurance,male_26_34_no_insurance,male_35_44_no_insurance,male_45_54_no_insurance,male_55_64_no_insurance,female_19_25_no_insurance,female_26_34_no_insurance,female_35_44_no_insurance,female_45_54_no_insurance,female_55_64_no_insurance,disability_base,male_under_18_disability,female_under_18_disability,male_65_74_disability,female_65_74_disability,female_householder_no_spouse,male_householder_no_spouse,household_type_base,citizenship_base,born_in_us,born_in_us_territory,born_abroad_us_parent,naturalized_citizen,not_a_citizen,place_of_birth_base,born_in_us_state,foreign_born,language_base,speaks_english_only,speaks_spanish,speaks_other_indo_european,speaks_asian_pacific,english_proficiency_base,speaks_english_very_well,speaks_english_not_well,speaks_english_not_at_all,entered_2010_or_later,entered_2000_2009,veteran_base_18plus,veterans_total,nonveterans,male_veterans,female_veterans,gulf_war_2001_later,gulf_war_2001_later_also_gulf90,gulf_war_1990_2001,vietnam_war_veterans,korean_war_veterans,wwii_veterans,veterans_below_poverty,veteran_poverty_base,veterans_18_64_employed,veterans_18_64_unemployed,veterans_employment_base,internet_base,has_internet_subscription,has_broadband,no_internet_access,computer_base,has_computer,no_computer,commute_base,drives_alone,carpools,public_transport,works_from_home,walks_to_work,commute_time_base,commute_60_89min,commute_90min_plus,owner_no_vehicle,renter_no_vehicle,white_pct,black_pct,hispanic_pct,asian_pct,native_american_pct,white_non_hispanic_pct,minority_pct,youth_18_29_pct,senior_65plus_pct,poverty_rate_pct,unemployment_rate_pct,labor_force_participation_pct,snap_households_pct,high_inequality,lower_income_pct,middle_income_pct,upper_income_pct,college_grad_pct,postgrad_pct,high_school_or_less_pct,manufacturing_pct,government_workers_pct,self_employed_pct,work_from_home_pct,owner_occupied_pct,renter_occupied_pct,vacant_housing_pct,housing_cost_burdened_pct,uninsured_pct,disability_pct,veteran_pct,veteran_poverty_pct,female_veteran_pct,foreign_born_pct,non_citizen_pct,limited_english_pct,no_internet_pct,no_computer_pct,broadband_pct,working_class_index,college_town_index,military_community_index,diversity_index,economic_anxiety_index,margin_2004,margin_2006,margin_2008,margin_2010,margin_2012,margin_2014,margin_2016,margin_2018,margin_2020,margin_2022,margin_2024,pvi_score,avg_dem_pct,avg_rep_pct
708294,40.7,39.5,41.9,6354,2728,3046,9679,21384,23300,14553,7758,11044,15743,9038,5927,5593,361392,21109,5478,2683,2844,8666,20167,708294,502569,68759,2579,60376,58,21129,52824,708294,38804,22337,2582,736,4425,384,496447,68525,38804,109478,43969368300,62771,0.4666,7556,5329,5569,5256,4992,5616,7002,7634,7738,15402,23192,34706,29858,24417,37147,64744,702298,46585,655713,1742,14982,286158,501260,8025,327,1549,73331,9912,27775,57427,50955,165495,67838,16531,9677,682187,166237,23305,259541,562757,392229,391895,377635,14260,334,170528,377635,1849,15628,56144,10726,40610,16539,6282,40145,54749,86260,24120,14380,196029,12063,7866,298256,286158,12098,209032,77126,415100,1619,29.3,7602,5108,5849,12760,1983,1467,2227,703980,516,1972,1521,3345,3210,469,2271,1650,2150,2147,703980,66,58,5912,5516,24885,12239,286158,708294,605832,877,6582,56893,38110,708294,613291,95003,665472,555091,25666,4103,15,665472,100484,5960,1066,37442,2912,542404,28832,513572,26600,2232,3741,1546,2841,11061,0,23,399,28832,129670,1836,416688,286158,269591,269194,9466,286158,277976,8182,371571,243253,23278,5747,3895,89373,282198,4746,3030,3527,11440,70.95,9.71,5.48,8.52,0.36,70.09,29.91,11.72,59.13,6.63,3.64,69.7,5.24,1,4.05,10.35,22.05,33.02,18.76,18.21,14.87,3.08,2.01,1.05,70.08,25.86,4.06,14.98,2.73,99.39,5.32,1.38,7.74,13.41,5.38,1.06,3.31,2.86,94.07,12.63,24.72,6.18,19.19,7.54,29.32,29.81,7.63,22.23,16.31,24.36,13.69,-11.42,-11.29,-19.19,-16.98,1.95,51.75,48.25
705537,37.2,36.3,38.0,9474,4678,4354,13283,25285,26965,13301,7024,10081,14062,8530,5452,5098,358779,20956,9046,4797,3913,14055,25775,705537,448898,74226,3543,95277,335,25783,57475,705537,53734,33740,2418,1200,6767,153,440505,73706,53734,89186,34603707300,49482,0.464,11352,7405,6886,7475,7444,8237,9172,9400,8390,19538,25120,36027,30386,22957,30829,43159,689158,74122,615036,2073,27627,283777,478828,13887,553,2682,76419,14224,26098,57807,41882,138510,59391,15853,14195,679879,177649,35939,227949,561464,381914,381639,364074,17565,275,179550,364074,2159,16646,48051,8163,34758,17452,4972,27166,44160,100424,28117,15838,184408,18859,9096,298612,283777,14835,185150,98627,351300,1371,30.5,8145,5245,5829,11730,1972,2907,3292,698881,686,2056,2895,5354,3702,584,2062,2212,3072,2662,698881,128,197,5381,6896,31514,12862,283777,705537,600248,806,5888,63478,35117,705537,606942,98595,663549,525739,34346,2795,355,663549,93378,6533,931,38869,2381,542186,26128,516058,23564,2564,4947,1075,2761,8697,0,22,261,26128,167430,1998,428746,283777,264754,264178,11649,283777,274425,9352,356885,224484,29101,10744,8796,76735,280150,4488,3524,4639,20220,63.63,10.52,7.62,13.5,0.5,62.44,37.56,16.25,58.52,10.76,4.6,68.02,9.74,1,5.75,11.44,18.05,28.93,18.68,21.83,13.2,4.94,2.38,2.46,62.0,33.03,4.97,16.72,3.62,99.06,4.82,1.0,9.81,13.97,4.98,1.12,4.1,3.3,93.09,13.55,24.38,7.68,23.2,10.2,-24.24,-39.31,-37.13,-24.46,-30.76,-28.29,-23.37,-36.24,-34.2,-35.33,-34.67,1.95,51.75,48.25
707022,34.9,34.8,35.0,10159,4957,5170,17100,35025,35339,11451,5934,8831,12808,6590,5091,4521,350074,19625,10511,5361,5461,18151,34927,707022,434413,122683,6250,38313,167,34898,70298,707022,74918,40634,3069,1582,6532,242,423518,121552,74918,83858,36359278000,52019,0.48,16432,11037,9175,8409,8613,9509,9304,8953,10148,19271,29644,39945,31736,24848,30571,43744,687259,92503,594756,3066,34625,311339,489465,12259,751,2792,66896,14190,26115,56496,37627,155991,65828,16929,11594,682507,171219,45418,250342,581964,420096,419549,396658,22891,547,161868,396658,2385,14853,43629,8509,41896,17378,7246,34211,61617,101915,33844,16985,206136,19516,9365,333466,311339,22127,168077,143262,348600,1398,29.2,7435,4609,5548,10810,1959,2220,4150,700165,558,2025,3088,6028,5570,522,1982,2403,3989,3580,700165,153,119,5830,6652,29059,12364,311339,707022,597971,1351,8698,56216,42786,707022,608020,99002,666317,532194,51462,3974,292,666317,71605,9393,3077,41664,4143,565800,22718,543082,20893,1825,4116,988,2475,7216,0,15,186,22718,213741,1661,469756,311339,285719,285401,15252,311339,300533,10806,389479,222453,25264,19550,16084,94696,294783,6432,3190,5622,34371,61.44,17.35,10.6,5.42,0.88,59.9,40.1,20.77,56.39,13.46,5.46,72.19,11.12,1,7.59,12.57,18.51,31.87,19.28,19.07,11.0,4.65,2.23,4.13,50.4,42.96,6.64,16.9,4.25,99.03,4.02,0.82,8.03,14.0,6.05,1.87,4.9,3.47,91.67,12.4,27.01,7.03,24.62,11.45,-45.24,-34.22,-48.88,-43.53,-49.25,-46.82,-46.78,-56.29,-38.44,-49.8,-49.81,1.95,51.75,48.25
734184,37.6,37.3,37.9,10730,4478,5651,13685,20745,23725,13445,7755,10863,13498,9105,4707,3597,362473,21753,9543,4917,4337,13277,19738,734184,616063,38557,2324,23511,203,12035,41491,734184,28778,17180,1960,933,2794,154,609355,38306,28778,104536,34194334600,47454,0.4077,7076,4768,5036,5484,5726,5641,7074,7254,7140,15509,22845,34979,31524,26867,38953,42623,721544,48286,673258,1752,15682,268499,481963,5375,239,3187,105339,14384,33838,67675,63388,119258,39604,7512,5804,708751,190365,33080,172178,571473,408634,407988,393920,14068,646,162839,393920,5092,34307,58867,10732,44007,21494,3656,27703,38191,94325,24991,17775,208118,11808,11015,280611,268499,12112,215854,52645,364400,1264,28.2,9247,5552,6912,11257,1993,2109,1996,728278,476,1656,2434,3448,3432,612,1544,2205,1804,1677,728278,164,81,6677,6136,23642,12416,268499,734184,680595,720,4731,30299,17839,734184,686046,48138,689392,625583,17109,1648,16,689392,127012,3149,551,21484,1833,547935,32486,515449,30014,2472,5404,1998,3886,12121,0,52,365,32486,152876,2496,443750,268499,252107,251493,10445,268499,260114,8385,388023,284259,27964,2821,5864,62954,325069,17202,5814,3067,7127,83.91,5.25,3.92,3.2,0.32,83.0,17.0,14.59,56.54,6.69,3.45,71.51,5.84,0,3.83,9.99,19.06,24.74,10.98,25.96,14.94,2.89,2.7,1.51,76.92,18.76,4.32,15.27,2.65,99.2,5.93,1.12,7.61,6.56,2.43,0.54,3.89,3.12,93.67,14.91,21.93,7.16,10.58,7.69,8.05,7.98,2.98,12.72,1.21,17.9,31.31,22.36,31.54,24.18,25.03,1.95,51.75,48.25
716373,41.3,40.5,42.1,8448,4646,4059,12432,20102,20433,16203,10045,14419,18954,12586,8215,7691,353598,20737,8325,4272,4278,11453,18446,716373,634517,10800,5196,7078,963,17402,40417,716373,40823,26840,2553,539,5437,45,626319,10353,40823,74383,27724339700,39268,0.4347,12644,10421,10671,10099,10258,11237,11194,10662,10807,21551,28991,41669,34231,23524,25234,21473,700889,73921,626968,3258,25227,294666,490851,4669,425,4684,137601,15718,35936,71202,74689,87572,26462,5868,4027,691040,162785,23449,123929,568465,367610,366954,353655,13299,656,200855,353655,23901,28403,52682,10914,37615,18463,3707,17380,22713,86955,20611,16866,189526,10165,11941,350914,294666,56248,225823,68843,230900,887,27.7,7607,4970,6231,10304,1975,1845,1231,706354,1259,2947,2939,4979,3924,917,2543,2277,2725,2227,706354,102,231,9856,7183,22314,13586,294666,716373,686726,1397,3748,11027,13475,716373,691871,24502,673987,633185,23849,549,86,673987,115621,4196,1141,13220,2267,548108,38514,509594,35998,2516,4627,1828,4043,14907,3,6,468,38514,135732,1798,396895,294666,260005,259361,26689,294666,275723,18943,347207,264520,28088,2159,11546,35696,311511,10738,7848,4078,13079,88.57,1.51,5.7,0.99,0.73,87.43,12.57,13.47,58.88,10.55,3.62,64.67,8.56,0,7.55,12.87,14.58,17.84,7.41,32.19,14.9,2.77,3.25,3.33,64.35,19.62,16.03,12.89,3.79,98.6,7.03,1.22,6.53,3.42,1.88,0.79,9.06,6.43,88.02,17.88,17.5,6.75,7.47,8.66,-32.23,-40.67,-44.53,-17.6,-25.53,-8.55,-5.03,-4.26,13.54,39.34,41.01,1.95,51.75,48.25
722069,42.9,41.9,43.8,9355,5281,4758,13164,19700,21340,17319,10780,15430,21328,12461,8179,6965,355132,17849,8572,4782,4777,12174,18422,722069,635461,9053,24965,7734,197,5369,39290,722069,15622,9197,1091,513,1651,44,630968,8773,15622,75433,28876269300,40748,0.4383,13410,10306,9213,10435,9510,11088,11568,10654,10625,22590,29170,41905,32257,23248,28579,24010,703527,77579,625948,3804,27953,298568,509500,3253,394,5178,128604,21796,40139,76893,68663,95105,35572,8122,5594,701359,156649,30403,144393,591670,360197,359550,342699,16851,647,231473,342699,8417,31440,35343,6359,40140,17836,3843,17468,26106,91632,29956,15539,178544,12359,13441,386966,298568,88398,233302,65266,264800,1019,29.5,8866,6096,6753,12714,1979,2012,780,710552,848,2360,3271,4259,3670,689,2054,2000,2498,2421,710552,118,128,11728,8959,25871,14608,298568,722069,704765,243,3530,7790,5741,722069,708538,13531,685649,662420,7322,943,110,685649,109566,1053,146,4584,612,571716,44868,526848,41865,3003,5987,2135,4836,17127,3,49,297,44868,141114,2374,415417,298568,267582,266602,23379,298568,281793,16775,336468,251910,28293,2829,8594,39912,296556,15788,8648,5048,12103,88.01,1.25,2.16,1.07,3.46,87.38,12.62,13.99,58.43,11.03,4.69,60.88,9.36,0,7.32,12.97,14.97,18.67,9.67,30.16,10.31,3.43,3.73,2.55,60.29,16.87,22.84,14.76,3.39,98.41,7.85,0.66,6.69,1.87,0.8,0.17,7.83,5.62,89.29,15.37,17.87,7.62,6.9,9.73,-33.07,-29.22,-35.54,1.59,-8.89,-1.4,-0.56,5.54,19.2,14.46,16.07,1.95,51.75,48.25
746893,38.0,36.7,39.3,12263,5132,6249,14350,23474,23397,13626,8345,9788,15937,10182,5470,3907,385622,21932,12031,4971,5604,14881,23342,746893,479260,208270,1521,6379,434,18095,32934,746893,29750,21403,1284,649,3056,122,474398,207895,29750,62385,23832249000,32589,0.4628,17759,15860,12376,13515,12496,12429,11879,11502,11787,19526,26760,37601,28740,18157,20281,17235,726181,112781,613400,3590,30260,287903,496861,8373,2553,11287,123342,31795,33632,68558,52091,75130,33906,7095,5666,720942,186630,38785,121797,592911,352797,350832,335775,15057,1965,240114,335775,5099,21493,57493,6667,39086,32961,2976,14998,24592,77988,25121,15320,171625,7366,8460,336663,287903,48760,211203,76700,187800,938,29.7,6101,4455,5179,12509,1990,2067,1893,736393,1159,3952,7113,9473,7629,790,4133,5349,6659,6828,736393,246,130,10400,11021,43477,14218,287903,746893,723695,483,3558,7626,11531,746893,727736,19157,702736,673501,20164,817,0,702736,124344,3259,1044,8229,1084,570377,34645,535732,31225,3420,6907,2174,5738,9459,0,15,379,34645,169318,2288,447650,287903,246824,246542,31504,287903,266443,21460,331689,279198,27491,486,2816,18617,313072,13268,6148,5869,9109,64.17,27.88,3.98,0.85,0.2,63.52,36.48,16.37,59.32,15.53,4.29,59.5,10.51,1,9.64,11.23,11.3,15.12,9.39,32.91,17.12,2.09,2.4,0.85,62.73,22.78,14.48,13.37,7.21,98.59,6.07,1.09,9.87,2.56,1.54,0.61,10.94,7.45,85.63,19.61,17.47,7.65,19.13,10.61,79.01,31.84,-10.59,14.46,23.51,38.98,40.78,34.52,37.5,45.94,39.62,-10.52,39.28,60.72
713085,38.9,36.9,40.8,10683,5415,4774,13265,22373,20983,13185,8113,11416,16035,9850,5205,4388,368759,20564,11321,5019,4972,13126,22079,713085,224070,454624,2253,3365,158,9089,19526,713085,16332,8948,820,217,2530,28,222295,453848,16332,44511,18137363200,26505,0.4991,25534,22973,17378,17323,16278,14928,13560,12866,11897,20434,23496,31341,17229,10636,12342,11148,680844,175337,505507,5291,52999,279363,477041,7881,3009,14781,118922,28344,29592,73154,49987,62025,30619,5446,4826,689090,175249,32450,102916,565821,301101,300321,277641,22680,780,264720,277641,7433,17946,32657,5204,31868,20640,2589,10270,19892,72968,24007,14167,134146,6468,7753,342210,279363,62847,177808,101555,117900,853,32.1,4752,3235,3792,10235,1978,1924,3159,693034,976,3913,9459,10906,9994,1285,3600,7107,7362,7107,693034,81,75,11645,13732,62296,14138,279363,713085,699317,551,1784,3435,7998,713085,701652,11433,670201,649457,13116,940,57,670201,121012,1517,574,6475,493,544836,28771,516065,25022,3749,4234,1542,4197,9656,13,0,174,28771,155033,1367,417497,279363,220515,220197,44203,279363,250855,28508,272324,220781,28377,972,3795,15304,257020,12898,6374,8145,18178,31.42,63.75,2.29,0.47,0.32,31.17,68.83,15.85,59.57,25.75,7.55,53.21,18.97,1,13.95,10.56,7.2,13.0,8.57,32.52,11.76,2.15,2.57,1.39,51.96,29.68,18.37,12.38,8.9,97.19,5.28,0.6,13.03,1.6,1.12,0.31,15.82,10.2,78.82,18.64,16.17,6.23,34.96,15.59,-17.74,-28.54,-38.1,-23.83,-36.17,-67.74,-37.96,-71.79,-32.04,-20.2,-24.04,-10.52,39.28,60.72
738402,38.6,37.1,39.9,11128,5704,4991,16007,22471,23313,12960,7820,11134,16451,10092,6770,3963,381844,21438,10783,5133,4933,14925,22994,738402,434823,247032,7861,9013,426,11079,28168,738402,22091,11722,960,1091,4490,36,430967,246824,22091,60128,24335341300,33941,0.4881,19506,15518,13966,13221,12140,12867,10802,13560,11295,20043,27146,32798,25260,19630,19021,19595,715631,129129,586502,3646,33628,286368,493629,8209,1757,10218,110000,27659,28883,71068,54802,84191,39094,10381,8804,712439,185540,39785,142470,588116,341578,339672,322470,17202,1906,246538,322470,8484,20532,38740,7433,35224,20727,4063,18472,23987,88337,23865,15053,164710,7252,8997,331169,286368,44801,207776,78592,175000,992,30.7,6369,4176,4526,10657,1988,1981,1813,724017,1273,3945,6643,8699,7774,1099,3616,5554,7211,6375,724017,127,167,11524,12727,44981,12597,286368,738402,716450,569,3577,6795,11011,738402,720596,17806,694207,662193,16686,582,155,694207,120687,2407,883,9362,1333,565327,34403,530924,31146,3257,6387,2929,5391,9621,0,0,499,34403,165956,2646,437099,286368,243976,243527,34040,286368,267650,18718,318231,260523,28867,1123,4374,18698,299533,13462,10688,6411,8796,58.89,33.45,2.99,1.22,1.06,58.36,41.64,16.13,59.66,18.04,5.06,58.08,11.74,1,10.07,10.83,11.31,17.06,11.81,29.55,12.01,2.12,2.63,1.37,62.74,23.73,13.53,12.38,7.21,98.05,6.09,1.45,9.47,2.41,1.49,0.47,11.89,6.54,85.04,16.69,18.4,7.4,21.64,11.47,80.06,77.67,25.08,36.8,80.02,40.96,35.83,25.58,29.34,41.48,100.0,-10.52,39.28,60.72
748399,38.8,37.7,39.9,10300,5827,4411,14448,23049,23759,15386,8303,11384,16495,10755,5790,4777,381292,21122,8942,5471,5945,14704,23224,748399,506363,162923,2478,11150,370,17030,48085,748399,41783,15687,6953,1178,9252,188,498778,161994,41783,60376,24095081100,32956,0.4707,18849,14369,13063,13908,12694,12920,12186,12066,12289,22697,28939,35649,27110,18267,18906,17885,728350,121546,606804,3934,37869,291797,504735,7954,2314,9366,116688,32967,38780,74053,58784,79851,35089,8016,5581,722403,179500,33501,128537,596143,349929,341296,319558,21738,8633,246214,319558,6252,25739,34073,5302,36758,18516,3281,15802,26269,79521,36945,14532,162896,6114,9022,331072,291797,39275,205001,86796,189500,1037,30.0,6605,4784,5067,11293,1991,2693,2413,730205,1809,5513,7790,10981,9113,1107,4680,6486,7995,8284,730205,345,79,14455,14503,44056,13701,291797,748399,715548,2770,6559,11392,12130,748399,724877,23522,704190,667348,23721,1129,162,704190,122104,4184,1138,11558,2744,566166,53938,512228,46980,6958,9551,6929,9696,14077,45,5,644,53938,159449,3424,438621,291797,253383,252941,31155,291797,276774,15023,320877,256984,29941,694,5784,20816,300061,15426,10569,5782,9954,67.66,21.77,5.58,1.49,0.33,66.65,33.35,15.54,58.82,16.69,6.37,58.7,12.98,1,9.74,11.66,10.98,15.82,9.65,31.23,10.66,1.75,2.58,1.8,61.92,26.22,11.86,13.54,8.73,97.57,9.53,1.19,12.9,3.14,1.62,0.76,10.68,5.15,86.68,16.56,17.37,8.83,17.77,12.06,-29.69,-59.58,-49.08,5.1,35.26,45.58,37.24,37.47,100.0,48.75,47.9,-10.52,39.28,60.72
752720,37.0,35.7,38.4,10041,4755,4288,14877,29314,30089,13237,8160,10423,14924,9025,4797,4446,395883,21189,10361,4818,5316,16089,31663,752720,315133,343482,1324,26849,157,18062,47713,752720,35783,21442,2150,1341,4174,175,308707,342380,35783,61097,30228223600,40819,0.4972,22897,17352,12866,13839,14422,14184,15427,15656,12924,27418,34740,41066,28638,19972,22247,26122,729264,123897,605367,3752,53056,339770,523359,6905,1294,6955,112383,20833,32986,73731,41085,110349,60520,15394,12454,726800,178050,35814,198717,611865,403109,402100,379775,22325,1009,208756,379775,1592,14738,34885,8340,35691,24017,6551,30429,49085,105896,34310,19288,181861,20222,9766,391151,339770,51381,183071,156699,179500,1096,29.6,6355,4870,5289,12620,1955,1324,3002,744056,1326,3148,5830,8786,6582,1391,2765,5257,6730,6062,744056,118,215,8720,11299,57234,16820,339770,752720,694722,375,4941,23119,29563,752720,700038,52682,708734,643221,23824,3251,329,708734,105003,3810,925,26222,1445,592895,34980,557915,31158,3822,4551,2039,4795,11508,9,0,446,34980,193137,1797,470894,339770,305724,305142,25055,339770,320409,19361,371707,250106,27002,14272,10301,62474,309233,6144,5292,7480,36239,41.87,45.63,4.75,3.57,0.18,41.01,58.99,17.47,59.82,16.99,5.55,65.88,15.62,1,10.81,13.71,12.88,21.08,16.88,26.77,9.19,5.02,2.42,2.77,46.8,40.06,13.14,15.91,6.43,98.85,5.9,1.28,10.93,7.0,3.93,0.67,7.37,5.7,89.81,14.95,20.51,7.06,31.73,13.01,-52.46,-48.23,-86.86,-49.93,-60.81,-51.41,-55.5,-63.38,-59.82,-48.53,-57.56,-9.05,40.75,59.24
771008,42.2,41.0,43.4,8152,3297,3979,12733,21282,22121,15948,9832,13794,18669,12659,7693,6160,391733,20443,7224,3482,3479,12352,20695,771008,644036,23849,831,37015,246,7998,57033,771008,25551,14682,1789,1015,1984,171,638465,23461,25551,102169,43257282400,56713,0.4616,8942,5729,5513,7149,7976,8439,8567,8978,9235,18078,26034,37452,33985,27565,37062,59927,760450,43872,716578,2034,11763,310631,545724,3778,508,3770,92050,14650,32906,64997,43039,160782,81436,17753,12814,747152,178814,26322,272785,622004,406408,405920,393051,12869,488,215596,393051,2640,24744,44301,10341,41443,16260,7760,40892,54029,93377,27642,18824,207511,15090,9443,326826,310631,16195,243036,67595,341100,1224,25.9,8349,4624,6145,11896,1981,1268,935,763613,684,1810,1913,4222,3154,538,1489,1952,2630,2637,763613,97,7,7665,7989,24460,12624,310631,771008,707505,609,5120,34832,22942,771008,713234,57774,729636,661968,12867,1237,40,729636,118421,2223,191,20696,1362,599934,37894,562040,34902,2992,5171,2147,4998,14382,0,22,380,37894,141543,2126,446019,310631,292366,291926,13583,310631,300144,10487,387516,285858,23526,1144,3156,70192,317324,9898,4617,4820,8979,83.53,3.09,3.31,4.8,0.11,82.81,17.19,12.54,59.32,5.77,3.17,65.34,3.79,1,4.58,10.58,20.56,29.46,20.52,20.24,11.27,3.71,2.32,0.81,74.36,20.68,4.96,12.76,2.75,99.04,6.32,1.0,7.9,7.49,2.98,0.33,4.37,3.38,93.98,11.95,23.13,7.0,10.91,6.34,32.4,24.76,26.87,38.78,23.0,31.5,20.87,3.95,6.37,11.84,11.99,-9.05,40.75,59.24
780389,39.4,38.5,40.2,11393,6734,6101,16570,24359,25446,16239,9629,12938,17370,11021,6583,5618,392829,20677,12241,6651,6866,15961,22519,780389,667651,36851,1314,17085,373,8747,48368,780389,27889,17648,1968,464,2052,182,660183,36043,27889,81928,32648729200,42523,0.4404,13280,7720,8712,9077,9329,9865,10361,10541,10560,21207,30010,42681,34374,25982,31441,32337,751475,74630,676845,2345,18823,307477,532284,3807,735,6104,129425,23575,38516,67940,49080,116171,53693,9912,8923,756145,189750,46053,188699,634659,405982,405342,391720,13622,640,228677,391720,5634,32477,43499,8682,43455,20241,6089,31522,37852,92983,29732,18235,203098,11219,11040,345043,307477,37566,229670,77807,268300,1045,26.8,8040,4951,5463,10174,1988,1703,1006,766878,1014,3036,4572,5626,5141,860,2847,3352,3470,3339,766878,159,96,10155,9632,27438,13333,307477,780389,747221,648,5333,13934,13253,780389,753202,27187,738595,701929,13384,1911,103,738595,118644,1871,219,13632,1513,614161,43626,570535,40147,3479,6527,2866,5485,15411,0,9,362,43626,179410,2709,475528,307477,280400,279928,19356,307477,295205,12272,386734,294526,29797,953,6787,49081,337653,13492,6595,5295,8504,85.55,4.72,3.57,2.19,0.17,84.6,15.4,16.58,58.19,9.93,3.36,63.97,6.12,0,6.17,12.03,15.91,21.83,13.63,29.46,11.1,2.76,2.72,1.75,66.56,22.55,10.89,12.46,4.34,98.27,7.1,0.83,7.97,3.48,1.7,0.28,6.3,3.99,91.04,15.13,20.75,7.37,8.8,7.83,-7.73,-33.88,-35.96,-2.28,30.63,41.18,39.91,32.24,40.94,30.22,26.01,-9.05,40.75,59.24
782304,38.7,37.0,40.1,13177,6734,6266,16909,24909,24968,15366,9541,12286,17987,12004,7301,5887,390294,23383,10594,5293,4825,14072,23735,782304,668032,33786,2174,8292,1465,12351,56204,782304,40682,24797,4040,588,4702,73,657898,33283,40682,67043,26248240300,34631,0.4381,12869,12938,11112,11683,12257,12609,12655,12683,13198,23543,32549,41730,32058,21204,21633,17873,754749,98158,656591,3831,29104,302594,524419,6371,911,8332,156667,26498,42625,71129,48227,84889,36012,6380,4976,755422,181452,32424,132257,624426,385098,371059,355659,15400,14039,239328,355659,9713,30288,41370,7887,42014,19837,4701,21319,28083,86085,27924,17912,186906,8999,10650,356933,302594,54339,215100,87494,220200,966,26.9,7529,4884,6139,10499,1985,2728,1677,757581,2240,5511,5964,7766,8343,2284,4624,4872,5869,5903,757581,158,274,12538,11092,29957,13285,302594,782304,753707,1032,6523,10753,10289,782304,761262,21042,735442,696517,18377,1388,347,735442,125681,2732,333,9905,1983,588379,54384,533995,48717,5667,10612,4556,7606,17404,21,8,492,54384,163982,4968,446776,302594,264689,263772,28072,302594,284060,18534,362067,273785,34942,1005,9558,37457,324610,14885,6927,5206,10996,85.39,4.32,5.2,1.06,0.28,84.1,15.9,16.17,58.4,13.01,4.15,61.67,9.62,0,7.78,12.5,11.86,16.19,9.03,36.14,11.63,2.34,2.77,2.64,60.26,24.51,15.22,13.51,7.05,96.84,9.24,0.9,10.42,2.69,1.32,0.42,9.28,6.13,87.17,17.83,17.58,9.22,8.84,9.8,-33.82,-38.24,-31.82,5.32,24.82,41.72,39.99,32.1,37.93,45.02,44.66,-9.05,40.75,59.24
